NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,
REACTOME_CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE,REACTOME_CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE,,19,0.5208568,1.2701058,0.10192308,0.7836973,1.0,4333,"tags=58%, list=27%, signal=79%",
GO_CENTRIOLE_ASSEMBLY,GO_CENTRIOLE_ASSEMBLY,,35,0.50166386,1.2697982,0.3300199,0.7839004,1.0,3224,"tags=40%, list=20%, signal=50%",
GO_NON_MOTILE_CILIUM_ASSEMBLY,GO_NON_MOTILE_CILIUM_ASSEMBLY,,47,0.35175878,1.2697482,0.22,0.78268874,1.0,3755,"tags=34%, list=23%, signal=44%",
GO_CELL_REDOX_HOMEOSTASIS,GO_CELL_REDOX_HOMEOSTASIS,,56,0.4457473,1.2688845,0.08232932,0.78465354,1.0,5609,"tags=63%, list=35%, signal=96%",
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT,GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT,,26,0.45309523,1.2688576,0.24,0.7834989,1.0,3231,"tags=42%, list=20%, signal=53%",
GO_PROTEASOME_ACCESSORY_COMPLEX,GO_PROTEASOME_ACCESSORY_COMPLEX,,24,0.49572238,1.2682656,0.08436214,0.78439534,1.0,5770,"tags=58%, list=36%, signal=91%",
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY,GO_GLUTATHIONE_PEROXIDASE_ACTIVITY,,16,0.4931174,1.2680131,0.08266129,0.7837071,1.0,2436,"tags=44%, list=15%, signal=52%",
GO_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION,GO_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION,,15,0.4839804,1.2680042,0.10612245,0.78250575,1.0,3281,"tags=53%, list=20%, signal=67%",
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,,24,0.44948483,1.2676542,0.20576923,0.7829352,1.0,5866,"tags=75%, list=37%, signal=118%",
GO_CENTROSOME_DUPLICATION,GO_CENTROSOME_DUPLICATION,,62,0.43608326,1.2672129,0.31923077,0.7828238,1.0,3897,"tags=42%, list=24%, signal=55%",
GO_REGULATION_OF_STEROL_TRANSPORT,GO_REGULATION_OF_STEROL_TRANSPORT,,31,0.39956278,1.2671629,0.18292683,0.7818183,1.0,939,"tags=23%, list=6%, signal=24%",
GO_FOUR_WAY_JUNCTION_DNA_BINDING,GO_FOUR_WAY_JUNCTION_DNA_BINDING,,16,0.5253818,1.2671283,0.24390244,0.7810522,1.0,3686,"tags=63%, list=23%, signal=81%",
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,,41,0.4069604,1.2669368,0.31160897,0.78034145,1.0,5972,"tags=68%, list=37%, signal=108%",
GO_CLEAVAGE_FURROW,GO_CLEAVAGE_FURROW,,47,0.32644096,1.2668248,0.0,0.7796573,1.0,2828,"tags=36%, list=18%, signal=44%",
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,,51,0.36001658,1.2664857,0.08559499,0.7796265,1.0,4755,"tags=51%, list=30%, signal=72%",
GO_AMINE_METABOLIC_PROCESS,GO_AMINE_METABOLIC_PROCESS,,106,0.28139573,1.2661262,0.17612524,0.7797647,1.0,4213,"tags=39%, list=26%, signal=52%",
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,,57,0.37281698,1.2660422,0.08559499,0.77917564,1.0,6085,"tags=58%, list=38%, signal=93%",
GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE,GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE,,25,0.46066982,1.2659355,0.19144602,0.7781923,1.0,3837,"tags=52%, list=24%, signal=68%",
GO_CHROMATIN_REMODELING,GO_CHROMATIN_REMODELING,,140,0.31924352,1.2636188,0.0,0.78536093,1.0,3347,"tags=34%, list=21%, signal=43%",
GO_MONONUCLEAR_CELL_MIGRATION,GO_MONONUCLEAR_CELL_MIGRATION,,40,0.4449605,1.2634699,0.0,0.78475946,1.0,3909,"tags=50%, list=24%, signal=66%",
REACTOME_FORMATION_OF_HIV_ELONGATION_COMPLEX_IN_THE_ABSENCE_OF_HIV_TAT,REACTOME_FORMATION_OF_HIV_ELONGATION_COMPLEX_IN_THE_ABSENCE_OF_HIV_TAT,,40,0.36155853,1.2634572,0.24485597,0.78370684,1.0,6236,"tags=60%, list=39%, signal=98%",
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,,184,0.37384322,1.2629329,0.3161157,0.7847569,1.0,6180,"tags=59%, list=38%, signal=95%",
GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,,24,0.4188815,1.262705,0.08350305,0.78422034,1.0,1502,"tags=25%, list=9%, signal=28%",
GO_RNA_POLYMERASE_II_CORE_COMPLEX,GO_RNA_POLYMERASE_II_CORE_COMPLEX,,15,0.4744236,1.2623026,0.0,0.7847181,1.0,5762,"tags=67%, list=36%, signal=104%",
GO_CHROMATIN_DNA_BINDING,GO_CHROMATIN_DNA_BINDING,,80,0.30609143,1.2617241,0.07867495,0.7854354,1.0,3247,"tags=33%, list=20%, signal=41%",
GO_HISTONE_H2A_ACETYLATION,GO_HISTONE_H2A_ACETYLATION,,16,0.4802203,1.2614995,0.21529175,0.78527117,1.0,2918,"tags=38%, list=18%, signal=46%",
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,,15,0.44631344,1.2611518,0.08534323,0.7854496,1.0,2875,"tags=40%, list=18%, signal=49%",
KEGG_TYROSINE_METABOLISM,KEGG_TYROSINE_METABOLISM,,28,0.46049914,1.2609563,0.0,0.7850674,1.0,4753,"tags=54%, list=30%, signal=76%",
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION,GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION,,33,0.46693313,1.2604879,0.24096386,0.7853173,1.0,3454,"tags=52%, list=22%, signal=65%",
GO_ADRENAL_GLAND_DEVELOPMENT,GO_ADRENAL_GLAND_DEVELOPMENT,,20,0.36701643,1.2599753,0.23732251,0.78536326,1.0,257,"tags=15%, list=2%, signal=15%",
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,,29,0.40938875,1.2597892,0.16492693,0.784514,1.0,6085,"tags=62%, list=38%, signal=100%",
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,,85,0.3805757,1.2584754,0.3109756,0.7878369,1.0,6496,"tags=65%, list=40%, signal=108%",
GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING,GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING,,21,0.51832294,1.2577984,0.0,0.7894377,1.0,2338,"tags=43%, list=15%, signal=50%",
GO_NOTOCHORD_DEVELOPMENT,GO_NOTOCHORD_DEVELOPMENT,,18,0.49586713,1.2576631,0.18199609,0.78884655,1.0,4829,"tags=61%, list=30%, signal=87%",
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,,33,0.4109546,1.2572078,0.11472275,0.78909296,1.0,4700,"tags=42%, list=29%, signal=60%",
GO_POLY_PURINE_TRACT_BINDING,GO_POLY_PURINE_TRACT_BINDING,,30,0.4309683,1.2569768,0.118473895,0.78840417,1.0,3950,"tags=53%, list=25%, signal=71%",
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,,19,0.57143253,1.256104,0.10192308,0.7904984,1.0,4333,"tags=63%, list=27%, signal=86%",
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,,46,0.52772635,1.2557784,0.0,0.79024506,1.0,3541,"tags=50%, list=22%, signal=64%",
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,,96,0.41441858,1.2557701,0.20080322,0.78909296,1.0,4168,"tags=49%, list=26%, signal=66%",
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,,21,0.3697988,1.2556416,0.2251407,0.78856564,1.0,4068,"tags=62%, list=25%, signal=83%",
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,,17,0.6260107,1.2555748,0.08232932,0.78755516,1.0,2741,"tags=59%, list=17%, signal=71%",
GO_ALPHA_BETA_T_CELL_PROLIFERATION,GO_ALPHA_BETA_T_CELL_PROLIFERATION,,20,0.46356526,1.2555748,0.30237153,0.7863265,1.0,5053,"tags=60%, list=31%, signal=87%",
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,,90,0.2964237,1.2550738,0.20265152,0.7868262,1.0,4069,"tags=44%, list=25%, signal=59%",
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,,34,0.43868852,1.2539703,0.19415449,0.7892486,1.0,4686,"tags=47%, list=29%, signal=66%",
GO_SNRNA_TRANSCRIPTION,GO_SNRNA_TRANSCRIPTION,,68,0.38141057,1.253208,0.22626263,0.79071796,1.0,6564,"tags=59%, list=41%, signal=99%",
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER,,43,0.40360853,1.2531065,0.08282828,0.790141,1.0,5907,"tags=63%, list=37%, signal=99%",
REACTOME_G1_PHASE,REACTOME_G1_PHASE,,43,0.38555792,1.2528359,0.08436214,0.7902039,1.0,6090,"tags=63%, list=38%, signal=101%",
REACTOME_DEADENYLATION_OF_MRNA,REACTOME_DEADENYLATION_OF_MRNA,,20,0.5099353,1.2520946,0.118473895,0.7912318,1.0,5369,"tags=70%, list=33%, signal=105%",
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,,97,0.3742672,1.2517639,0.3135246,0.7917221,1.0,6496,"tags=69%, list=40%, signal=115%",
GO_PERICENTRIC_HETEROCHROMATIN,GO_PERICENTRIC_HETEROCHROMATIN,,19,0.4440746,1.250487,0.11919192,0.7954304,1.0,5661,"tags=68%, list=35%, signal=106%",
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,,16,0.44353104,1.2503147,0.10621242,0.7950557,1.0,4196,"tags=44%, list=26%, signal=59%",
GO_CELL_ADHESION_MEDIATOR_ACTIVITY,GO_CELL_ADHESION_MEDIATOR_ACTIVITY,,52,0.360383,1.2500472,0.20939335,0.7952808,1.0,2599,"tags=35%, list=16%, signal=41%",
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,,43,0.35501173,1.249714,0.07630522,0.79513526,1.0,4898,"tags=42%, list=31%, signal=60%",
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,,70,0.34187394,1.2496578,0.30722892,0.7941474,1.0,4334,"tags=44%, list=27%, signal=60%",
REACTOME_MEIOSIS,REACTOME_MEIOSIS,,56,0.4205896,1.2495466,0.1199187,0.7933591,1.0,5251,"tags=64%, list=33%, signal=95%",
GO_REGULATION_OF_TELOMERE_MAINTENANCE,GO_REGULATION_OF_TELOMERE_MAINTENANCE,,72,0.40001512,1.249522,0.19879518,0.7922321,1.0,4417,"tags=44%, list=28%, signal=61%",
GO_CYTOCHROME_COMPLEX_ASSEMBLY,GO_CYTOCHROME_COMPLEX_ASSEMBLY,,34,0.49296582,1.2481986,0.30417496,0.7953021,1.0,6150,"tags=71%, list=38%, signal=114%",
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,,30,0.3339751,1.2480327,0.19851577,0.7946485,1.0,4124,"tags=47%, list=26%, signal=63%",
GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE,GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE,,28,0.50013155,1.2469803,0.08232932,0.79748434,1.0,3741,"tags=50%, list=23%, signal=65%",
GO_NON_RECOMBINATIONAL_REPAIR,GO_NON_RECOMBINATIONAL_REPAIR,,68,0.34423816,1.2466054,0.12215321,0.7976923,1.0,5802,"tags=47%, list=36%, signal=73%",
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS,,50,0.45284128,1.2465262,0.08436214,0.7966352,1.0,5034,"tags=50%, list=31%, signal=73%",
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,,24,0.4661842,1.246121,0.30417496,0.79774785,1.0,5475,"tags=58%, list=34%, signal=88%",
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,,20,0.442639,1.2458566,0.08266129,0.79719704,1.0,5947,"tags=60%, list=37%, signal=95%",
PID_CMYB_PATHWAY,PID_CMYB_PATHWAY,,69,0.37366188,1.2458365,0.07961165,0.796078,1.0,4417,"tags=46%, list=28%, signal=64%",
REACTOME_MRNA_CAPPING,REACTOME_MRNA_CAPPING,,28,0.39404178,1.2451853,0.3167702,0.79727566,1.0,6236,"tags=64%, list=39%, signal=105%",
GO_TRANSPORT_OF_VIRUS,GO_TRANSPORT_OF_VIRUS,,54,0.35961136,1.2447388,0.2020202,0.7976295,1.0,5715,"tags=59%, list=36%, signal=92%",
GO_SPINDLE_MIDZONE,GO_SPINDLE_MIDZONE,,33,0.3638035,1.2446787,0.1184466,0.79682493,1.0,1793,"tags=30%, list=11%, signal=34%",
GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,,128,0.35610303,1.2445482,0.0,0.7961029,1.0,4938,"tags=45%, list=31%, signal=65%",
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR,GO_NEGATIVE_REGULATION_OF_DNA_REPAIR,,26,0.47338885,1.2443281,0.23856859,0.7961493,1.0,3538,"tags=46%, list=22%, signal=59%",
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,,40,0.3331306,1.2442712,0.0,0.7952402,1.0,2135,"tags=30%, list=13%, signal=35%",
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT,GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT,,67,0.4672533,1.2441934,0.118473895,0.79447806,1.0,4520,"tags=54%, list=28%, signal=74%",
REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_METABOLISM_OF_NUCLEOTIDES,,90,0.43057066,1.2434171,0.08232932,0.7962974,1.0,3863,"tags=43%, list=24%, signal=57%",
REACTOME_CLEC7A_DECTIN_1_SIGNALING,REACTOME_CLEC7A_DECTIN_1_SIGNALING,,91,0.32891262,1.2433715,0.20080322,0.7954269,1.0,4777,"tags=43%, list=30%, signal=61%",
KEGG_FATTY_ACID_METABOLISM,KEGG_FATTY_ACID_METABOLISM,,34,0.35488015,1.2429872,0.197479,0.7957688,1.0,3419,"tags=29%, list=21%, signal=37%",
GO_TONGUE_DEVELOPMENT,GO_TONGUE_DEVELOPMENT,,16,0.44837654,1.2427728,0.0,0.795384,1.0,4255,"tags=56%, list=27%, signal=76%",
GO_RESPONSE_TO_INTERLEUKIN_4,GO_RESPONSE_TO_INTERLEUKIN_4,,26,0.4337249,1.2426047,0.20874752,0.7947554,1.0,3079,"tags=42%, list=19%, signal=52%",
GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA,GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA,,167,0.39529458,1.2424105,0.1626506,0.794199,1.0,4099,"tags=46%, list=26%, signal=60%",
GO_EXODEOXYRIBONUCLEASE_ACTIVITY,GO_EXODEOXYRIBONUCLEASE_ACTIVITY,,23,0.43805555,1.2421942,0.15863454,0.7940643,1.0,5073,"tags=65%, list=32%, signal=95%",
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,,89,0.3789858,1.242085,0.08559499,0.7933716,1.0,3488,"tags=44%, list=22%, signal=56%",
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,,15,0.4438768,1.2417194,0.18199609,0.79307425,1.0,4700,"tags=53%, list=29%, signal=75%",
GO_STEROL_TRANSPORTER_ACTIVITY,GO_STEROL_TRANSPORTER_ACTIVITY,,24,0.37528434,1.241642,0.20857699,0.792449,1.0,2258,"tags=29%, list=14%, signal=34%",
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,,200,0.34746397,1.2413855,0.20080322,0.79220533,1.0,4756,"tags=46%, list=30%, signal=65%",
REACTOME_ANCHORING_FIBRIL_FORMATION,REACTOME_ANCHORING_FIBRIL_FORMATION,,15,0.62224174,1.241297,0.29723993,0.79144347,1.0,3011,"tags=40%, list=19%, signal=49%",
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION,GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION,,23,0.4636514,1.2412641,0.3167702,0.79042053,1.0,4955,"tags=57%, list=31%, signal=82%",
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS,GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS,,22,0.4342272,1.2406677,0.17975207,0.7919824,1.0,826,"tags=27%, list=5%, signal=29%",
GO_MALE_MEIOSIS_I,GO_MALE_MEIOSIS_I,,15,0.5212091,1.2398093,0.08745247,0.7936429,1.0,4966,"tags=53%, list=31%, signal=77%",
GO_POSITIVE_REGULATION_OF_RNA_SPLICING,GO_POSITIVE_REGULATION_OF_RNA_SPLICING,,31,0.34883434,1.2388953,0.18181819,0.7947318,1.0,4493,"tags=42%, list=28%, signal=58%",
GO_CYCLOSPORIN_A_BINDING,GO_CYCLOSPORIN_A_BINDING,,15,0.50511813,1.2382638,0.20558882,0.79573053,1.0,4970,"tags=53%, list=31%, signal=77%",
GO_NUCLEAR_EXPORT,GO_NUCLEAR_EXPORT,,186,0.3482077,1.2376206,0.08232932,0.7964434,1.0,5445,"tags=51%, list=34%, signal=76%",
GO_MIDBODY,GO_MIDBODY,,158,0.26610336,1.2374823,0.0,0.79598594,1.0,3057,"tags=31%, list=19%, signal=38%",
GO_PRESPLICEOSOME,GO_PRESPLICEOSOME,,15,0.39574358,1.2374281,0.126294,0.79504687,1.0,6026,"tags=53%, list=38%, signal=85%",
GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX,GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX,,25,0.50951743,1.2370572,0.20080322,0.7956683,1.0,5667,"tags=76%, list=35%, signal=117%",
GO_RESPONSE_TO_OXYGEN_RADICAL,GO_RESPONSE_TO_OXYGEN_RADICAL,,24,0.41038775,1.2370181,0.18329939,0.79464346,1.0,3908,"tags=46%, list=24%, signal=60%",
GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,,23,0.47119802,1.2355899,0.24096386,0.79890954,1.0,3454,"tags=52%, list=22%, signal=66%",
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,,26,0.48311457,1.235438,0.076767676,0.7980891,1.0,1150,"tags=27%, list=7%, signal=29%",
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,,33,0.4162127,1.2349229,0.197479,0.79861134,1.0,5136,"tags=55%, list=32%, signal=80%",
GO_REGULATION_OF_NUCLEASE_ACTIVITY,GO_REGULATION_OF_NUCLEASE_ACTIVITY,,20,0.39331627,1.2348282,0.18650794,0.79770815,1.0,6282,"tags=65%, list=39%, signal=107%",
BIOCARTA_G2_PATHWAY,BIOCARTA_G2_PATHWAY,,24,0.47939965,1.2347885,0.11729623,0.7966415,1.0,4140,"tags=63%, list=26%, signal=84%",
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,,21,0.4235404,1.2346896,0.18989898,0.79590154,1.0,5410,"tags=62%, list=34%, signal=93%",
KEGG_HOMOLOGOUS_RECOMBINATION,KEGG_HOMOLOGOUS_RECOMBINATION,,25,0.49445564,1.2341073,0.20080322,0.79666996,1.0,4205,"tags=64%, list=26%, signal=87%",
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,,16,0.4863346,1.2337229,0.22718053,0.7970576,1.0,4196,"tags=50%, list=26%, signal=68%",
GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,GO_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,,121,0.38212767,1.2337003,0.31923077,0.7961406,1.0,4007,"tags=43%, list=25%, signal=57%",
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,,29,0.4298481,1.2336103,0.3300199,0.7953213,1.0,4648,"tags=59%, list=29%, signal=82%",
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,,31,0.36646825,1.2332554,0.19254659,0.79561627,1.0,4321,"tags=48%, list=27%, signal=66%",
GO_POSITIVE_REGULATION_OF_CYTOKINESIS,GO_POSITIVE_REGULATION_OF_CYTOKINESIS,,26,0.41036263,1.233201,0.08846154,0.7949265,1.0,1919,"tags=38%, list=12%, signal=44%",
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,,85,0.42933074,1.2329594,0.08559499,0.79500264,1.0,4213,"tags=44%, list=26%, signal=59%",
GO_CHROMOSOME_LOCALIZATION,GO_CHROMOSOME_LOCALIZATION,,65,0.42972738,1.2328151,0.10192308,0.7941603,1.0,4872,"tags=60%, list=30%, signal=86%",
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,,28,0.4767692,1.2327712,0.0,0.79318565,1.0,3909,"tags=54%, list=24%, signal=71%",
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,,18,0.42984873,1.2322747,0.20080322,0.7936716,1.0,5262,"tags=61%, list=33%, signal=91%",
GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,,100,0.33230338,1.2318116,0.20576131,0.7941923,1.0,6085,"tags=52%, list=38%, signal=83%",
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,,16,0.41008106,1.2317106,0.224,0.7936285,1.0,4940,"tags=56%, list=31%, signal=81%",
GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING,GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING,,27,0.38081378,1.2314193,0.10291262,0.7932857,1.0,2967,"tags=37%, list=18%, signal=45%",
GO_EMBRYONIC_FORELIMB_MORPHOGENESIS,GO_EMBRYONIC_FORELIMB_MORPHOGENESIS,,25,0.41304824,1.2302464,0.08086785,0.7957534,1.0,2056,"tags=32%, list=13%, signal=37%",
PID_ILK_PATHWAY,PID_ILK_PATHWAY,,44,0.32027218,1.2301335,0.08350305,0.7952954,1.0,1304,"tags=20%, list=8%, signal=22%",
GO_EXOSOME_RNASE_COMPLEX_,GO_EXOSOME_RNASE_COMPLEX_,,24,0.45645297,1.2295475,0.20576131,0.796,1.0,4963,"tags=50%, list=31%, signal=72%",
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,,64,0.5279661,1.2295256,0.28806585,0.7950834,1.0,3866,"tags=48%, list=24%, signal=64%",
GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,,120,0.33109307,1.2294989,0.08023483,0.79430044,1.0,3481,"tags=38%, list=22%, signal=49%",
