NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,
BIOCARTA_FCER1_PATHWAY,BIOCARTA_FCER1_PATHWAY,,33,-0.37539008,-1.3409379,0.0,0.5556149,1.0,4537,"tags=48%, list=28%, signal=67%",
GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,,109,-0.43957067,-1.3398149,0.0,0.5578332,1.0,4326,"tags=54%, list=27%, signal=74%",
REACTOME_ION_HOMEOSTASIS,REACTOME_ION_HOMEOSTASIS,,49,-0.48891824,-1.3396926,0.0,0.55725706,1.0,4109,"tags=53%, list=26%, signal=71%",
GO_CLATHRIN_BINDING,GO_CLATHRIN_BINDING,,52,-0.46851704,-1.3394941,0.1199187,0.557061,1.0,3285,"tags=48%, list=20%, signal=60%",
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,,122,-0.34863108,-1.3386526,0.0,0.55866396,1.0,4588,"tags=47%, list=29%, signal=65%",
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,,105,-0.39098164,-1.3386381,0.1,0.557777,1.0,1788,"tags=27%, list=11%, signal=30%",
GO_REGION_OF_CYTOSOL,GO_REGION_OF_CYTOSOL,,24,-0.46018103,-1.3385785,0.098425195,0.55686665,1.0,3218,"tags=38%, list=20%, signal=47%",
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,,39,-0.51794255,-1.3383682,0.105788425,0.5565172,1.0,2272,"tags=46%, list=14%, signal=54%",
KEGG_GNRH_SIGNALING_PATHWAY,KEGG_GNRH_SIGNALING_PATHWAY,,80,-0.4037256,-1.3376553,0.10750507,0.5573649,1.0,4573,"tags=52%, list=28%, signal=73%",
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,,30,-0.40708297,-1.337109,0.0,0.55840623,1.0,2272,"tags=30%, list=14%, signal=35%",
GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,,21,-0.4553233,-1.337108,0.0,0.5574392,1.0,2710,"tags=38%, list=17%, signal=46%",
GO_ACTION_POTENTIAL,GO_ACTION_POTENTIAL,,113,-0.46430632,-1.3369484,0.084886126,0.55685604,1.0,2965,"tags=42%, list=18%, signal=51%",
REACTOME_TIE2_SIGNALING,REACTOME_TIE2_SIGNALING,,16,-0.38055676,-1.3364928,0.08401639,0.5573061,1.0,2789,"tags=38%, list=17%, signal=45%",
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,,26,-0.5026353,-1.3360666,0.0,0.5578521,1.0,3704,"tags=50%, list=23%, signal=65%",
BIOCARTA_LIS1_PATHWAY,BIOCARTA_LIS1_PATHWAY,,17,-0.59729147,-1.3360194,0.08232932,0.557098,1.0,3235,"tags=59%, list=20%, signal=74%",
GO_PEPTIDYL_THREONINE_MODIFICATION,GO_PEPTIDYL_THREONINE_MODIFICATION,,106,-0.3288267,-1.3359802,0.08151093,0.55624926,1.0,4085,"tags=41%, list=25%, signal=54%",
GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,,34,-0.3673395,-1.335872,0.0,0.55561835,1.0,3055,"tags=32%, list=19%, signal=40%",
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING,GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING,,129,-0.28092754,-1.3353071,0.0,0.5561399,1.0,2121,"tags=23%, list=13%, signal=27%",
REACTOME_EGFR_DOWNREGULATION,REACTOME_EGFR_DOWNREGULATION,,27,-0.40964785,-1.3349948,0.20080322,0.55584496,1.0,2671,"tags=37%, list=17%, signal=44%",
BIOCARTA_SPRY_PATHWAY,BIOCARTA_SPRY_PATHWAY,,17,-0.5047173,-1.3348868,0.18951613,0.55531955,1.0,4208,"tags=71%, list=26%, signal=96%",
GO_NOTCH_BINDING,GO_NOTCH_BINDING,,19,-0.47934857,-1.3348812,0.21923077,0.5543776,1.0,3394,"tags=47%, list=21%, signal=60%",
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS,GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS,,45,-0.40519434,-1.3344842,0.0,0.5548382,1.0,2239,"tags=38%, list=14%, signal=44%",
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,,22,-0.44202358,-1.333449,0.10245901,0.5573286,1.0,2828,"tags=32%, list=18%, signal=39%",
REACTOME_EPHRIN_SIGNALING,REACTOME_EPHRIN_SIGNALING,,19,-0.50688654,-1.3333018,0.10133843,0.5570151,1.0,4712,"tags=68%, list=29%, signal=97%",
GO_AMINE_TRANSPORT,GO_AMINE_TRANSPORT,,71,-0.44877157,-1.3330015,0.08232932,0.55687493,1.0,2830,"tags=38%, list=18%, signal=46%",
GO_SODIUM_CHANNEL_COMPLEX,GO_SODIUM_CHANNEL_COMPLEX,,20,-0.70082235,-1.3323914,0.0,0.5578365,1.0,2965,"tags=65%, list=18%, signal=80%",
GO_NODE_OF_RANVIER,GO_NODE_OF_RANVIER,,15,-0.63094527,-1.3322634,0.084886126,0.5571178,1.0,3585,"tags=73%, list=22%, signal=94%",
GO_VISUAL_BEHAVIOR,GO_VISUAL_BEHAVIOR,,47,-0.38173276,-1.3317497,0.0,0.5580491,1.0,2929,"tags=36%, list=18%, signal=44%",
GO_WALKING_BEHAVIOR,GO_WALKING_BEHAVIOR,,29,-0.39341155,-1.331515,0.0,0.55790085,1.0,1167,"tags=21%, list=7%, signal=22%",
GO_LONG_TERM_SYNAPTIC_DEPRESSION,GO_LONG_TERM_SYNAPTIC_DEPRESSION,,28,-0.55009675,-1.3313955,0.19262294,0.557185,1.0,3396,"tags=50%, list=21%, signal=63%",
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,REACTOME_REGULATION_OF_SIGNALING_BY_CBL,,20,-0.39066502,-1.3310668,0.0,0.5574223,1.0,4389,"tags=60%, list=27%, signal=82%",
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,,31,-0.34896785,-1.329977,0.0,0.55959487,1.0,2068,"tags=26%, list=13%, signal=30%",
BIOCARTA_PDGF_PATHWAY,BIOCARTA_PDGF_PATHWAY,,27,-0.5041853,-1.3296485,0.0,0.5593606,1.0,4537,"tags=56%, list=28%, signal=77%",
GO_CALCIUM_CHANNEL_COMPLEX,GO_CALCIUM_CHANNEL_COMPLEX,,56,-0.45505393,-1.3281971,0.07961165,0.5620189,1.0,3808,"tags=54%, list=24%, signal=70%",
REACTOME_SIGNALING_BY_SCF_KIT,REACTOME_SIGNALING_BY_SCF_KIT,,36,-0.39753836,-1.3279027,0.0,0.5620858,1.0,4573,"tags=53%, list=28%, signal=74%",
GO_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,GO_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,,28,-0.52600795,-1.3278898,0.10192308,0.5611574,1.0,2784,"tags=50%, list=17%, signal=60%",
KEGG_GAP_JUNCTION,KEGG_GAP_JUNCTION,,79,-0.39699686,-1.326984,0.0,0.5628047,1.0,4573,"tags=49%, list=28%, signal=69%",
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_PLUS_END_DIRECTED,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_PLUS_END_DIRECTED,,25,-0.40120828,-1.3269048,0.08281574,0.5619585,1.0,2160,"tags=32%, list=13%, signal=37%",
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,,30,-0.44816947,-1.3268287,0.118,0.5611654,1.0,3146,"tags=47%, list=20%, signal=58%",
GO_NEUROTRANSMITTER_TRANSPORTER_ACTIVITY,GO_NEUROTRANSMITTER_TRANSPORTER_ACTIVITY,,40,-0.4433018,-1.3266953,0.1,0.5605697,1.0,3119,"tags=48%, list=19%, signal=59%",
REACTOME_MYOGENESIS,REACTOME_MYOGENESIS,,24,-0.37173527,-1.3263953,0.0,0.5601342,1.0,2673,"tags=38%, list=17%, signal=45%",
GO_SYNAPTIC_VESICLE_MEMBRANE,GO_SYNAPTIC_VESICLE_MEMBRANE,,100,-0.46014607,-1.3260124,0.084886126,0.5600626,1.0,3266,"tags=46%, list=20%, signal=57%",
GO_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,GO_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,,20,-0.43751544,-1.3257573,0.11018711,0.5601747,1.0,1502,"tags=25%, list=9%, signal=28%",
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,,83,-0.32554358,-1.3257535,0.0,0.559262,1.0,3230,"tags=33%, list=20%, signal=41%",
GO_CHANNEL_REGULATOR_ACTIVITY,GO_CHANNEL_REGULATOR_ACTIVITY,,117,-0.4001298,-1.3257136,0.0,0.5584285,1.0,3673,"tags=43%, list=23%, signal=55%",
GO_NEURON_PROJECTION_REGENERATION,GO_NEURON_PROJECTION_REGENERATION,,50,-0.39927465,-1.3255615,0.12215321,0.55779195,1.0,3358,"tags=46%, list=21%, signal=58%",
GO_INACTIVATION_OF_MAPK_ACTIVITY,GO_INACTIVATION_OF_MAPK_ACTIVITY,,24,-0.45486638,-1.3255279,0.09645669,0.5572042,1.0,2549,"tags=33%, list=16%, signal=40%",
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION,GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION,,21,-0.59245235,-1.3254704,0.08559499,0.5563043,1.0,2697,"tags=52%, list=17%, signal=63%",
BIOCARTA_IGF1_PATHWAY,BIOCARTA_IGF1_PATHWAY,,20,-0.5076248,-1.3252999,0.0,0.5560757,1.0,5208,"tags=70%, list=32%, signal=103%",
GO_NBAF_COMPLEX,GO_NBAF_COMPLEX,,15,-0.51534176,-1.3242859,0.10211946,0.55880547,1.0,2758,"tags=53%, list=17%, signal=64%",
GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION,GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION,,26,-0.4592934,-1.3241065,0.0,0.55807734,1.0,3673,"tags=42%, list=23%, signal=55%",
GO_POTASSIUM_ION_HOMEOSTASIS,GO_POTASSIUM_ION_HOMEOSTASIS,,23,-0.5178926,-1.3240505,0.09741551,0.55733055,1.0,1983,"tags=39%, list=12%, signal=45%",
GO_RUFFLE_MEMBRANE,GO_RUFFLE_MEMBRANE,,80,-0.3733705,-1.3237619,0.0,0.5567434,1.0,3016,"tags=33%, list=19%, signal=40%",
REACTOME_HS_GAG_BIOSYNTHESIS,REACTOME_HS_GAG_BIOSYNTHESIS,,30,-0.42083502,-1.3236624,0.21142857,0.556646,1.0,3304,"tags=40%, list=21%, signal=50%",
BIOCARTA_NFAT_PATHWAY,BIOCARTA_NFAT_PATHWAY,,44,-0.39569637,-1.3234801,0.07378641,0.55596274,1.0,4537,"tags=57%, list=28%, signal=79%",
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,,26,-0.57153445,-1.3234518,0.31941545,0.5551875,1.0,4457,"tags=73%, list=28%, signal=101%",
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,,40,-0.46545914,-1.3228644,0.18951613,0.5558863,1.0,3219,"tags=38%, list=20%, signal=47%",
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,,94,-0.41243806,-1.3226078,0.0,0.5555919,1.0,2077,"tags=33%, list=13%, signal=38%",
GO_AMINO_SUGAR_METABOLIC_PROCESS,GO_AMINO_SUGAR_METABOLIC_PROCESS,,19,-0.3996417,-1.322194,0.0,0.5552434,1.0,2984,"tags=37%, list=19%, signal=45%",
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,,41,-0.44697455,-1.3219278,0.0,0.5551551,1.0,3030,"tags=41%, list=19%, signal=51%",
GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,,22,-0.6083761,-1.3213315,0.0,0.5564619,1.0,1285,"tags=41%, list=8%, signal=44%",
REACTOME_GABA_RECEPTOR_ACTIVATION,REACTOME_GABA_RECEPTOR_ACTIVATION,,49,-0.50497013,-1.3210726,0.08282828,0.556057,1.0,3544,"tags=51%, list=22%, signal=65%",
GO_CELLULAR_RESPONSE_TO_AMMONIUM_ION,GO_CELLULAR_RESPONSE_TO_AMMONIUM_ION,,55,-0.44865087,-1.3209227,0.0,0.5558796,1.0,2701,"tags=40%, list=17%, signal=48%",
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,,60,-0.49091664,-1.3202242,0.08282828,0.5573796,1.0,3586,"tags=53%, list=22%, signal=68%",
GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY,GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY,,119,-0.31591025,-1.3193501,0.0,0.55908537,1.0,4192,"tags=37%, list=26%, signal=50%",
REACTOME_PHASE_0_RAPID_DEPOLARISATION,REACTOME_PHASE_0_RAPID_DEPOLARISATION,,41,-0.539298,-1.3186771,0.16356108,0.56044245,1.0,3960,"tags=68%, list=25%, signal=90%",
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,,52,-0.33786687,-1.317729,0.10927835,0.563155,1.0,3849,"tags=40%, list=24%, signal=53%",
GO_FEAR_RESPONSE,GO_FEAR_RESPONSE,,36,-0.4571736,-1.317634,0.084886126,0.5625147,1.0,3158,"tags=42%, list=20%, signal=52%",
GO_EXOCYTIC_PROCESS,GO_EXOCYTIC_PROCESS,,73,-0.4054378,-1.3175728,0.08559499,0.56195486,1.0,3266,"tags=38%, list=20%, signal=48%",
GO_NEURAL_NUCLEUS_DEVELOPMENT,GO_NEURAL_NUCLEUS_DEVELOPMENT,,53,-0.4342384,-1.3169993,0.0,0.5631899,1.0,4124,"tags=49%, list=26%, signal=66%",
GO_ION_CHANNEL_REGULATOR_ACTIVITY,GO_ION_CHANNEL_REGULATOR_ACTIVITY,,92,-0.41055852,-1.3168852,0.0,0.562465,1.0,3673,"tags=45%, list=23%, signal=57%",
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,,66,-0.4132031,-1.316386,0.08436214,0.563235,1.0,4215,"tags=50%, list=26%, signal=68%",
REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_IRS_MEDIATED_SIGNALLING,,36,-0.42510104,-1.3162849,0.0,0.5627797,1.0,5208,"tags=53%, list=32%, signal=78%",
GO_ENERGY_COUPLED_PROTON_TRANSMEMBRANE_TRANSPORT_AGAINST_ELECTROCHEMICAL_GRADIENT,GO_ENERGY_COUPLED_PROTON_TRANSMEMBRANE_TRANSPORT_AGAINST_ELECTROCHEMICAL_GRADIENT,,25,-0.46321175,-1.315579,0.0,0.5639943,1.0,4666,"tags=52%, list=29%, signal=73%",
KEGG_ENDOCYTOSIS,KEGG_ENDOCYTOSIS,,164,-0.3036488,-1.3154784,0.10707071,0.5634185,1.0,3664,"tags=36%, list=23%, signal=46%",
PID_IGF1_PATHWAY,PID_IGF1_PATHWAY,,28,-0.4713951,-1.3154447,0.106,0.56265193,1.0,5415,"tags=64%, list=34%, signal=97%",
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,,96,-0.34041917,-1.3148395,0.106,0.5643081,1.0,4421,"tags=47%, list=28%, signal=64%",
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_MEF2D_PATHWAY,,17,-0.42205346,-1.3145542,0.168,0.56450075,1.0,1232,"tags=29%, list=8%, signal=32%",
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,,99,-0.3312161,-1.3143806,0.0,0.56385005,1.0,2371,"tags=30%, list=15%, signal=35%",
GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,,27,-0.456542,-1.3138597,0.0,0.56487876,1.0,1638,"tags=22%, list=10%, signal=25%",
GO_C4_DICARBOXYLATE_TRANSPORT,GO_C4_DICARBOXYLATE_TRANSPORT,,21,-0.51646966,-1.3136462,0.0,0.5649047,1.0,3895,"tags=67%, list=24%, signal=88%",
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,,36,-0.3800965,-1.3136095,0.15705766,0.56421375,1.0,1904,"tags=31%, list=12%, signal=35%",
GO_PROTEIN_LOCALIZATION_TO_ENDOSOME,GO_PROTEIN_LOCALIZATION_TO_ENDOSOME,,22,-0.45892408,-1.3135434,0.11730769,0.56347543,1.0,2599,"tags=36%, list=16%, signal=43%",
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,,37,-0.4654295,-1.313435,0.0,0.56267357,1.0,3347,"tags=46%, list=21%, signal=58%",
GO_REGULATION_OF_SYNAPSE_ASSEMBLY,GO_REGULATION_OF_SYNAPSE_ASSEMBLY,,94,-0.46921417,-1.313211,0.0,0.56231725,1.0,3354,"tags=47%, list=21%, signal=59%",
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,,18,-0.4081674,-1.3130997,0.08350305,0.56202006,1.0,3211,"tags=44%, list=20%, signal=55%",
PID_PI3KCI_PATHWAY,PID_PI3KCI_PATHWAY,,37,-0.36608627,-1.3129973,0.10211946,0.56150806,1.0,4573,"tags=54%, list=28%, signal=75%",
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,,70,-0.4217653,-1.3124676,0.0,0.5620422,1.0,1699,"tags=29%, list=11%, signal=32%",
GO_NEURON_PROJECTION_ARBORIZATION,GO_NEURON_PROJECTION_ARBORIZATION,,18,-0.44500098,-1.3111039,0.18951613,0.56543684,1.0,2762,"tags=44%, list=17%, signal=54%",
GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,,59,-0.48507753,-1.310869,0.0,0.5652255,1.0,4279,"tags=58%, list=27%, signal=78%",
GO_MONOAMINE_TRANSPORT,GO_MONOAMINE_TRANSPORT,,59,-0.4829172,-1.310021,0.08436214,0.5665464,1.0,3596,"tags=47%, list=22%, signal=61%",
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,,58,-0.33421442,-1.3093754,0.1987315,0.56783295,1.0,1342,"tags=24%, list=8%, signal=26%",
GO_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE,GO_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE,,30,-0.5514665,-1.3092995,0.0,0.5672003,1.0,4477,"tags=67%, list=28%, signal=92%",
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,,160,-0.31520563,-1.3091908,0.0,0.5667988,1.0,2831,"tags=30%, list=18%, signal=36%",
GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,,64,-0.4112024,-1.3085489,0.09615385,0.56773764,1.0,3918,"tags=42%, list=24%, signal=56%",
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,,73,-0.3733471,-1.3083937,0.0,0.5673884,1.0,4258,"tags=45%, list=27%, signal=61%",
REACTOME_PI_METABOLISM,REACTOME_PI_METABOLISM,,77,-0.35371912,-1.3083065,0.10685484,0.567074,1.0,3125,"tags=34%, list=19%, signal=42%",
GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,,119,-0.38807735,-1.30822,0.0,0.56640786,1.0,4189,"tags=48%, list=26%, signal=64%",
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,,69,-0.3548447,-1.3078202,0.098425195,0.5664883,1.0,3778,"tags=42%, list=24%, signal=55%",
GO_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,,15,-0.41555393,-1.307549,0.17870723,0.5666454,1.0,3904,"tags=47%, list=24%, signal=62%",
PID_PDGFRB_PATHWAY,PID_PDGFRB_PATHWAY,,121,-0.34518266,-1.3069366,0.0,0.56826544,1.0,4633,"tags=43%, list=29%, signal=60%",
PID_ERBB1_DOWNSTREAM_PATHWAY,PID_ERBB1_DOWNSTREAM_PATHWAY,,103,-0.32365453,-1.306888,0.0,0.5675759,1.0,3125,"tags=27%, list=19%, signal=34%",
GO_GABA_RECEPTOR_COMPLEX,GO_GABA_RECEPTOR_COMPLEX,,16,-0.67152834,-1.3068637,0.0,0.56689703,1.0,3368,"tags=69%, list=21%, signal=87%",
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,,40,-0.47577268,-1.30684,0.10291262,0.56612563,1.0,2988,"tags=58%, list=19%, signal=70%",
GO_VESICLE_DOCKING,GO_VESICLE_DOCKING,,62,-0.376039,-1.3060113,0.16255145,0.5673724,1.0,3653,"tags=44%, list=23%, signal=56%",
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,,62,-0.5064176,-1.3059444,0.118,0.56704974,1.0,3198,"tags=48%, list=20%, signal=60%",
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION,GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION,,32,-0.46232682,-1.3057826,0.09861933,0.56657565,1.0,2459,"tags=34%, list=15%, signal=41%",
GO_ENDOCYTIC_RECYCLING,GO_ENDOCYTIC_RECYCLING,,39,-0.4415322,-1.3047478,0.09943715,0.5692585,1.0,3505,"tags=44%, list=22%, signal=56%",
REACTOME_SIGNALING_BY_NTRK3_TRKC,REACTOME_SIGNALING_BY_NTRK3_TRKC,,17,-0.46683535,-1.3033096,0.2953668,0.5736246,1.0,4573,"tags=65%, list=28%, signal=90%",
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,,59,-0.43229324,-1.3029002,0.17973231,0.57361776,1.0,4000,"tags=56%, list=25%, signal=74%",
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,,21,-0.37754697,-1.3017399,0.0,0.5759193,1.0,1099,"tags=19%, list=7%, signal=20%",
GO_GROWTH_CONE_PART,GO_GROWTH_CONE_PART,,15,-0.5071245,-1.3014051,0.19461697,0.5760736,1.0,2821,"tags=47%, list=18%, signal=57%",
GO_REGULATION_OF_CHOLESTEROL_EFFLUX,GO_REGULATION_OF_CHOLESTEROL_EFFLUX,,17,-0.55448455,-1.3011616,0.19038461,0.57626593,1.0,2266,"tags=35%, list=14%, signal=41%",
REACTOME_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION,REACTOME_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION,,53,-0.30981046,-1.3011547,0.10433071,0.57543075,1.0,2234,"tags=23%, list=14%, signal=26%",
GO_PROTEIN_C_TERMINUS_BINDING,GO_PROTEIN_C_TERMINUS_BINDING,,174,-0.24150908,-1.3009953,0.10291262,0.57494956,1.0,3319,"tags=29%, list=21%, signal=37%",
BIOCARTA_CXCR4_PATHWAY,BIOCARTA_CXCR4_PATHWAY,,19,-0.5186345,-1.3007061,0.120162934,0.57440686,1.0,4389,"tags=58%, list=27%, signal=80%",
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,,16,-0.4139888,-1.3003098,0.19778189,0.57502156,1.0,1393,"tags=19%, list=9%, signal=21%",
GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,,18,-0.49128255,-1.3001486,0.19888476,0.5748817,1.0,1936,"tags=33%, list=12%, signal=38%",
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY,GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY,,49,-0.53435427,-1.299516,0.2020202,0.576014,1.0,3368,"tags=57%, list=21%, signal=72%",
GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING,GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING,,39,-0.47346866,-1.2982278,0.0,0.5787492,1.0,3253,"tags=41%, list=20%, signal=51%",
